,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
445,Malad  ,19.1867193,72.8485884,Liberty Garden (लिबर्टी गार्डन),19.188200471186196,72.84090009808001,Garden
446,Malad  ,19.1867193,72.8485884,Natural Ice Cream,19.192215870881057,72.84362389818335,Ice Cream Shop
447,Malad  ,19.1867193,72.8485884,Aditi,19.185179848700113,72.84671757184599,Fast Food Restaurant
448,Malad  ,19.1867193,72.8485884,Shiv Sagar Veg Restaurant,19.191784599485093,72.84510331510198,Fast Food Restaurant
449,Malad  ,19.1867193,72.8485884,Malad Railway Station,19.18710029807827,72.84867757913543,Train
450,Malad  ,19.1867193,72.8485884,Domino's Pizza,19.179848462738256,72.84677938897804,Pizza Place
451,Malad  ,19.1867193,72.8485884,Sapna Veg. Restaurant,19.192202890932712,72.84692939846614,Fast Food Restaurant
452,Malad  ,19.1867193,72.8485884,Rajesh Ice Cream,19.183432181208303,72.85001034208703,Dessert Shop
453,Malad  ,19.1867193,72.8485884,Ashraya ¤,19.18728060317755,72.84188747406006,Indian Restaurant
454,Malad  ,19.1867193,72.8485884,DAIRY DON,19.189627155588955,72.84212327923629,Ice Cream Shop
455,Santacruz  ,19.0815223,72.8417565,Sandwizzaa,19.08070030358886,72.84041405733342,Sandwich Place
456,Santacruz  ,19.0815223,72.8417565,K 11 Fitness Gym & Academy,19.077994253015287,72.84263076212586,Gym
457,Santacruz  ,19.0815223,72.8417565,Seasons,19.080886712099723,72.83830996979094,Women's Store
458,Santacruz  ,19.0815223,72.8417565,Atrang Fashions,19.082495443817308,72.83800669990914,Jewelry Store
459,Santacruz  ,19.0815223,72.8417565,Society Stores,19.08433809280489,72.83629790876921,Convenience Store
460,Santacruz  ,19.0815223,72.8417565,Being Human Store,19.079782308329747,72.83440250081509,Clothing Store
461,Santacruz  ,19.0815223,72.8417565,Gokul Icecreams,19.081607436400976,72.83551217986849,Ice Cream Shop
462,Santacruz  ,19.0815223,72.8417565,Three Wise Men,19.084431748305015,72.83512751367549,Pub
463,Santacruz  ,19.0815223,72.8417565,Willingdon Catholic Gymkhana,19.075178900940426,72.83998310455414,Gym / Fitness Center
464,Santacruz  ,19.0815223,72.8417565,Joss,19.085573692737334,72.83469121072112,Japanese Restaurant
465,Santacruz  ,19.0815223,72.8417565,Ram & Shyam,19.077105431670216,72.83543609590181,Food Truck
466,Santacruz  ,19.0815223,72.8417565,Runway,19.083495447087405,72.84812370147253,Outdoors & Recreation
467,Santacruz  ,19.0815223,72.8417565,Jack & Jones,19.08036792508514,72.83443003448495,Men's Store
468,Santacruz  ,19.0815223,72.8417565,Nice Fast Food Corner,19.077201706270866,72.83774198415851,Fast Food Restaurant
469,Santacruz  ,19.0815223,72.8417565,Tresorie,19.0772178986087,72.83462963552812,Furniture / Home Store
470,Santacruz  ,19.0815223,72.8417565,Yoko Sizzlers,19.077763352263347,72.83774351577446,Steakhouse
471,Santacruz  ,19.0815223,72.8417565,Shabari Restaurant,19.082411186720574,72.8407586240743,Indian Restaurant
472,Santacruz  ,19.0815223,72.8417565,Veromoda,19.080433470662683,72.83445798844427,Boutique
473,Santacruz  ,19.0815223,72.8417565,Domino's Pizza,19.07610587436067,72.83772077741584,Pizza Place
474,Santacruz  ,19.0815223,72.8417565,Yoko's,19.08152253814692,72.83791135600347,Steakhouse
475,Santacruz  ,19.0815223,72.8417565,Gopal Krishna,19.080892289035827,72.84242434751901,Indian Restaurant
476,Santacruz  ,19.0815223,72.8417565,Santacruz Railway Station,19.08110611964535,72.8421232792363,Train Station
477,Santacruz  ,19.0815223,72.8417565,Coffee By Di Bella,19.078608169160958,72.83777782612522,Coffee Shop
478,Santacruz  ,19.0815223,72.8417565,United Colors of Benetton,19.0771284852764,72.83450356224128,Clothing Store
479,Santacruz  ,19.0815223,72.8417565,Tommy Hilfiger,19.076816968976672,72.83655720582995,Clothing Store
480,Santacruz  ,19.0815223,72.8417565,Fatkong Restaurant,19.07874382787301,72.83780638425937,Chinese Restaurant
481,Santacruz  ,19.0815223,72.8417565,Powerhouse Gym,19.07842882858914,72.83480374691828,Gym
482,Santacruz  ,19.0815223,72.8417565,Cafe Coffee Day,19.08877286817361,72.83817676701563,Café
483,Santacruz  ,19.0815223,72.8417565,Dynasty,19.078359755324275,72.83765560576717,Chinese Restaurant
484,Santacruz  ,19.0815223,72.8417565,Marrakesh,19.08209765639011,72.8417020901925,Middle Eastern Restaurant
485,Santacruz  ,19.0815223,72.8417565,Mumbai Local Train: Western Line,19.081907384263275,72.84170785991037,Moving Target
486,Santacruz  ,19.0815223,72.8417565,Cafe Coffee Day,19.076934354246315,72.84249409124806,Café
487,Santacruz  ,19.0815223,72.8417565,Bhagwan Collections,19.080822673875694,72.83914609173323,Clothing Store
488,Santacruz  ,19.0815223,72.8417565,The Yoga Institute,19.08518604651667,72.84316800623849,Yoga Studio
489,Santacruz  ,19.0815223,72.8417565,Reliance Mart,19.088626035231187,72.83764776933167,Shopping Mall
490,Santacruz  ,19.0815223,72.8417565,Archies Gallery,19.077957155626372,72.83770364283572,Gift Shop
491,Santacruz  ,19.0815223,72.8417565,Sigree,19.085680251229455,72.8451754355881,Indian Restaurant
492,Santacruz  ,19.0815223,72.8417565,Jugheads,19.08633618467127,72.83814791800657,Mexican Restaurant
493,Santacruz  ,19.0815223,72.8417565,SSDA,19.077982846945506,72.836463129952,Dance Studio
494,Santacruz  ,19.0815223,72.8417565,French Connection,19.076827043222185,72.83657708430455,Clothing Store
495,Santacruz  ,19.0815223,72.8417565,GAS Jeans,19.07682480420962,72.83655557562203,Men's Store
496,Santacruz  ,19.0815223,72.8417565,Haribhai Kandohi,19.087455106046423,72.8381652274124,Indian Restaurant
497,Santacruz  ,19.0815223,72.8417565,Jack & Jones,19.08219644358497,72.83444367686523,Clothing Store
498,Santacruz  ,19.0815223,72.8417565,juhu garden,19.084735106873854,72.83435135860991,Other Great Outdoors
499,Santacruz  ,19.0815223,72.8417565,Airplane Garden,19.08426330163113,72.83428072929382,Park
500,Santacruz  ,19.0815223,72.8417565,Levi's Store,19.07751273486685,72.83433981882554,Men's Store
501,Santacruz  ,19.0815223,72.8417565,Sonu Pan Patti,19.089560537235165,72.8403981304492,Smoke Shop
502,Santacruz  ,19.0815223,72.8417565,Inox,19.08958462015746,72.83859796215857,Multiplex
503,Santacruz  ,19.0815223,72.8417565,Pvr cinemas,19.085634826196234,72.83355511220662,Multiplex
504,Vasai   ,19.440284,72.8786563,Khatiyawad Rajasthani Food,19.44574651123977,72.88286553501443,Diner
505,Vasai   ,19.440284,72.8786563,Hotel Everest,19.446927320109808,72.88255979173634,Indian Restaurant
506,Vasai   ,19.440284,72.8786563,Hotel Pelhar,19.44647565491306,72.8844346264904,Fast Food Restaurant
507,Virar  ,19.440284,72.8786563,Khatiyawad Rajasthani Food,19.44574651123977,72.88286553501443,Diner
508,Virar  ,19.440284,72.8786563,Hotel Everest,19.446927320109808,72.88255979173634,Indian Restaurant
509,Virar  ,19.440284,72.8786563,Hotel Pelhar,19.44647565491306,72.8844346264904,Fast Food Restaurant
510,Vile Parle,19.1002887,72.8417618,Khau galli,19.10038667062046,72.84267717056767,Food Truck
511,Vile Parle,19.1002887,72.8417618,Lucky Sandwich,19.10027443707427,72.8425053618019,Sandwich Place
512,Vile Parle,19.1002887,72.8417618,The Good Food Co.,19.098453349622396,72.84576866155109,Café
513,Vile Parle,19.1002887,72.8417618,Ram Krishna Hotel,19.09870165534156,72.84452835911915,Indian Restaurant
514,Vile Parle,19.1002887,72.8417618,Anand Dosa,19.102981786665428,72.83686050799356,Breakfast Spot
515,Vile Parle,19.1002887,72.8417618,Khasiyat,19.100524805839562,72.83963009322807,Indian Restaurant
516,Vile Parle,19.1002887,72.8417618,Me Marathi,19.102417701434753,72.84654118690055,Indian Restaurant
517,Vile Parle,19.1002887,72.8417618,Zoo Bar,19.100421393987823,72.8407241673134,Lounge
518,Vile Parle,19.1002887,72.8417618,The Chocolate Heaven,19.104219376484483,72.83675861374584,Café
519,Vile Parle,19.1002887,72.8417618,Shiv Sagar,19.09837282774542,72.84621970281538,Indian Restaurant
520,Vile Parle,19.1002887,72.8417618,Cafe Coffee Day,19.10052413946809,72.83939996185501,Coffee Shop
521,Vile Parle,19.1002887,72.8417618,LOVE SUGAR DOUGH,19.097939226275706,72.84587506558769,Bakery
522,Vile Parle,19.1002887,72.8417618,Temptations,19.106768109172727,72.84005519074948,Ice Cream Shop
523,Vile Parle,19.1002887,72.8417618,Kali Bhaji,19.102823026856715,72.83960190380834,Indian Restaurant
524,Vile Parle,19.1002887,72.8417618,Babu Cha Vada,19.1033126238013,72.84857615037404,Snack Place
525,Vile Parle,19.1002887,72.8417618,Ice N Rolls,19.10429295026834,72.83678314990325,BBQ Joint
526,Vile Parle,19.1002887,72.8417618,Dhiraj sandwich,19.10392590237211,72.83681566703639,Sandwich Place
527,Vile Parle,19.1002887,72.8417618,Maruti pav bhaji,19.102718295782143,72.83959437104103,Snack Place
528,Vile Parle,19.1002887,72.8417618,Temptations Icecream,19.106748286646525,72.84009618005895,Ice Cream Shop
529,Vile Parle,19.1002887,72.8417618,Shanghai,19.104778659219615,72.84852180117035,Chinese Restaurant
530,Vile Parle,19.1002887,72.8417618,Subway,19.100888273706282,72.83939996185501,Sandwich Place
531,Vile Parle,19.1002887,72.8417618,Annapurna Juice,19.104954654357556,72.84851944624317,Juice Bar
532,Vile Parle,19.1002887,72.8417618,Parle Market,19.099909572129818,72.84585625162887,Market
533,Vile Parle,19.1002887,72.8417618,Alfa,19.108178672088204,72.83914966347815,Electronics Store
534,Vile Parle,19.1002887,72.8417618,Summer Harvest,19.096881619639312,72.85035985331969,Indian Restaurant
535,Vile Parle,19.1002887,72.8417618,Harish: Restaurant & Bar,19.10851908963802,72.8403827444371,Seafood Restaurant
536,Vile Parle,19.1002887,72.8417618,Tosa,19.10162816466336,72.84487904097347,Diner
537,Vile Parle,19.1002887,72.8417618,Aditi Fast Food & Restaurant,19.102108968190063,72.84540852874117,Indian Restaurant
538,Vile Parle,19.1002887,72.8417618,McDonald's,19.100572548874915,72.84070849702714,Fast Food Restaurant
539,Vile Parle,19.1002887,72.8417618,Suncity Theatre,19.105169743869567,72.8463582079973,Multiplex
540,Vile Parle,19.1002887,72.8417618,Domino's Pizza,19.100370837327223,72.83939851940441,Pizza Place
541,Vile Parle,19.1002887,72.8417618,Hallmark Card & Gift Shop,19.098851846081207,72.8456521464044,Gift Shop
542,Vile Parle,19.1002887,72.8417618,Harish Lunch home,19.108297579887196,72.84020195890987,Seafood Restaurant
543,Vile Parle,19.1002887,72.8417618,Subway,19.09866329785603,72.84860834449661,Sandwich Place
544,Vile Parle,19.1002887,72.8417618,Cafe Coffee Day,19.10223239103693,72.84744866136397,Coffee Shop
545,Vile Parle,19.1002887,72.8417618,Gokul Tea,19.104754326115355,72.84985082631638,Tea Room
546,Vile Parle,19.1002887,72.8417618,Aditi Fast Food Canteen,19.10345214058065,72.83750568829647,Restaurant
547,Vile Parle,19.1002887,72.8417618,Pappilon,19.108231382545725,72.83831722557,Indian Restaurant
548,Vile Parle,19.1002887,72.8417618,Dheeraj Vada Pav,19.103991547970214,72.8368389386962,Snack Place
549,Vile Parle,19.1002887,72.8417618,Tea Villa,19.103289265300894,72.8466706079974,Tea Room
550,Vile Parle,19.1002887,72.8417618,Vile Parle Station,19.100505448506407,72.84452676773071,Train Station
551,Vile Parle,19.1002887,72.8417618,Cafe Coffee Day,19.10166606504748,72.84477684959614,Coffee Shop
552,Vile Parle,19.1002887,72.8417618,Puranmal,19.101952054650067,72.8382069124131,Indian Restaurant
553,Vile Parle,19.1002887,72.8417618,Barista Lavazza,19.107443,72.83694,Café
554,Vile Parle,19.1002887,72.8417618,Curry Leaf,19.098353815805,72.84619256435067,Indian Restaurant
555,Vile Parle,19.1002887,72.8417618,Irla Market,19.10814888345978,72.83933696639232,Miscellaneous Shop
556,Vile Parle,19.1002887,72.8417618,Grasshopper,19.097215888339,72.83988369163326,Indian Restaurant
557,Vile Parle,19.1002887,72.8417618,Waman Hari Pethe Jewellers,19.10113436959996,72.83949227819731,Jewelry Store
558,Vile Parle,19.1002887,72.8417618,Wagh Bakri Tea Lounge,19.103211623152532,72.84658569525956,Tea Room
559,Vile Parle,19.1002887,72.8417618,Vishwakarma Baugh,19.10479323135946,72.8426829402624,BBQ Joint
560,Vile Parle,19.1002887,72.8417618,Pizza Factory,19.106816458195944,72.84009721565695,Pizza Place
561,Vile Parle,19.1002887,72.8417618,Café Coffee Day,19.097798720134662,72.84898336522087,Café
562,Vile Parle,19.1002887,72.8417618,Magnet,19.107975160220732,72.83950381773764,Mobile Phone Shop
563,Vile Parle,19.1002887,72.8417618,Faaso's,19.108856736945953,72.84068661771985,Fast Food Restaurant
564,Vile Parle,19.1002887,72.8417618,Irla,19.108390329043363,72.83827485362082,Market
565,Vile Parle,19.1002887,72.8417618,Daadi (2nd Road),19.107162060675456,72.83601885170872,Smoke Shop
566,Vile Parle,19.1002887,72.8417618,The Square,19.1089947667392,72.83949227819731,Indian Restaurant
567,Bhandup ,19.1438684,72.9384327,Bageecha,19.144922047975644,72.93771361619498,Indian Restaurant
568,Bhandup ,19.1438684,72.9384327,Pizza Hut,19.14147811956245,72.93112771189736,Pizza Place
569,Bhandup ,19.1438684,72.9384327,METRO Cash & Carry,19.141545143071497,72.93186019295543,Big Box Store
570,Bhandup ,19.1438684,72.9384327,Get Lost,19.14231474234745,72.93176581469116,Arcade
571,Bhandup ,19.1438684,72.9384327,Cinepolis,19.14114377870809,72.93104480296306,Multiplex
572,Bhandup ,19.1438684,72.9384327,Domino's Pizza,19.142,72.932,Pizza Place
573,Bhandup ,19.1438684,72.9384327,Bhandup Railway Station,19.142462255962947,72.93748926358815,Train Station
574,Bhandup ,19.1438684,72.9384327,Banana Leaf,19.14204565452948,72.93159488511559,Indian Restaurant
575,Bhandup ,19.1438684,72.9384327,gelato Italiao,19.146120458711753,72.93592513350863,Dessert Shop
576,Bhandup ,19.1438684,72.9384327,Magnet Mall,19.141502645238983,72.93168139857407,Shopping Mall
577,Bhandup ,19.1438684,72.9384327,Kamal Vihar,19.144833188637858,72.9348246996008,Indian Restaurant
578,Bhandup ,19.1438684,72.9384327,Cafe coffee Day,19.14132689561803,72.9319005658617,Café
579,Bhandup ,19.1438684,72.9384327,"KFC, Neptune Magnet Mall, Bhandup (W)",19.141527629757903,72.93145646351674,Fried Chicken Joint
580,Bhandup ,19.1438684,72.9384327,Oxford Book Store,19.143561671607518,72.9333078457494,Bookstore
581,Bhandup ,19.1438684,72.9384327,SBX - The sports and music cafe,19.14137604698917,72.93142762567354,Sports Bar
582,Bhandup ,19.1438684,72.9384327,Asian wok,19.14232164290368,72.9317390741956,Asian Restaurant
583,Bhandup ,19.1438684,72.9384327,McDonald's,19.14141841589145,72.93203854352966,Fast Food Restaurant
584,Bhandup ,19.1438684,72.9384327,Cheftoon,19.1365791722616,72.9362781018351,Chinese Restaurant
585,Bhandup ,19.1438684,72.9384327,Suraj Restaurant & Bar,19.13996861649297,72.93097198728785,Indian Restaurant
586,Bhandup ,19.1438684,72.9384327,Body Temple,19.15231746370165,72.93952515493675,Gym / Fitness Center
587,Ghatkopar ,19.0859539,72.9082381,Meghdoot,19.08716473741727,72.90859737102743,Indian Restaurant
588,Ghatkopar ,19.0859539,72.9082381,World's gym,19.084086920836903,72.90669643168386,Gym / Fitness Center
589,Ghatkopar ,19.0859539,72.9082381,Bougan Villa,19.08545315259107,72.90888332212081,Restaurant
590,Ghatkopar ,19.0859539,72.9082381,Kandoi haribhai damodar mithaiwala,19.082161005164256,72.90464479145766,Dessert Shop
591,Ghatkopar ,19.0859539,72.9082381,Khau Galli,19.080441988193904,72.90431851338067,Food Truck
592,Ghatkopar ,19.0859539,72.9082381,Mad Over Donuts,19.08781197164128,72.90490865707397,Donut Shop
593,Ghatkopar ,19.0859539,72.9082381,Naturals,19.080181482599112,72.9082562962875,Ice Cream Shop
594,Ghatkopar ,19.0859539,72.9082381,Pooja Malai Gola,19.080111914515822,72.90552454958744,Ice Cream Shop
595,Ghatkopar ,19.0859539,72.9082381,Cafe Coffee Day,19.088776007445052,72.90777358094599,Coffee Shop
596,Ghatkopar ,19.0859539,72.9082381,Achija,19.079952090683097,72.90612931649017,Vegetarian / Vegan Restaurant
597,Ghatkopar ,19.0859539,72.9082381,Gurukrupa,19.079800421290358,72.90605520985078,Indian Restaurant
598,Ghatkopar ,19.0859539,72.9082381,zaffran,19.09224633734609,72.91192091052888,Indian Restaurant
599,Ghatkopar ,19.0859539,72.9082381,Sai Swad Dosa,19.080421342849117,72.90429817279468,Fast Food Restaurant
600,Ghatkopar ,19.0859539,72.9082381,Udipi Hotel,19.080081317818177,72.90410260214107,Fast Food Restaurant
601,Ghatkopar ,19.0859539,72.9082381,Odeon,19.07907284233626,72.90938872764244,Snack Place
602,Ghatkopar ,19.0859539,72.9082381,Domino's Pizza,19.085,72.909,Pizza Place
603,Ghatkopar ,19.0859539,72.9082381,Bharat Cafe,19.085585587311183,72.907448357476,Indian Restaurant
604,Ghatkopar ,19.0859539,72.9082381,Hotel Pooja,19.081208576634513,72.90432592965671,Vegetarian / Vegan Restaurant
605,Ghatkopar ,19.0859539,72.9082381,Popular Hotel,19.082174504398186,72.90973760735564,Indian Restaurant
606,Ghatkopar ,19.0859539,72.9082381,Samrat Hotel,19.085411047053952,72.9080389882445,Indian Restaurant
607,Ghatkopar ,19.0859539,72.9082381,Pizza Etc,19.08247011630029,72.90852727276226,Pizza Place
608,Ghatkopar ,19.0859539,72.9082381,Exotic Flavours,19.083640467753703,72.90911762674956,Indian Restaurant
609,Ghatkopar ,19.0859539,72.9082381,Cafe Coffee Day,19.082554961979902,72.9133283081201,Coffee Shop
610,Ghatkopar ,19.0859539,72.9082381,Cinemax,19.079648897185805,72.90951144734534,Multiplex
611,Ghatkopar ,19.0859539,72.9082381,Patel Juice Center,19.088766454927647,72.9077681402992,Juice Bar
612,Ghatkopar ,19.0859539,72.9082381,Tea Villa Café,19.085268,72.911394,Café
613,Ghatkopar ,19.0859539,72.9082381,Shree Gurukripa,19.0799020307286,72.90610176156966,Indian Restaurant
614,Ghatkopar ,19.0859539,72.9082381,Ratan Stores,19.07918520516838,72.90829371892833,Department Store
615,Ghatkopar ,19.0859539,72.9082381,Mahavir Farsan,19.0919146882291,72.9119785909206,Indian Restaurant
616,Ghatkopar ,19.0859539,72.9082381,Agarwal Juice Centre,19.07899187691344,72.90901180412517,Juice Bar
617,Ghatkopar ,19.0859539,72.9082381,Meghdooth's Mystique Masala,19.079627226160028,72.9095049548338,Indian Restaurant
618,Kanjurmarg ,19.1296868,72.9283701,Gopalas,19.13101751349966,72.9267761512571,Asian Restaurant
619,Kanjurmarg ,19.1296868,72.9283701,cafe coffee day,19.129004314047755,72.9257566808547,Café
620,Kanjurmarg ,19.1296868,72.9283701,Kanjurmarg Railway Station,19.128084146088923,72.92792668559821,Train Station
621,Kanjurmarg ,19.1296868,72.9283701,Cafe Coffee Day,19.12898886310345,72.92580417959779,Coffee Shop
622,Kanjurmarg ,19.1296868,72.9283701,Kanjurmarg Railway Station,19.128210845945773,72.92763253508066,Train Station
623,Kanjurmarg ,19.1296868,72.9283701,Picardo's Cake Shop,19.12943726038163,72.93326140199852,Cupcake Shop
624,Kanjurmarg ,19.1296868,72.9283701,D Mart kanjurmarg,19.12986612346468,72.92623675709446,Department Store
625,Kanjurmarg ,19.1296868,72.9283701,Mamledar Misal Pav,19.128262,72.926445,Restaurant
626,Kanjurmarg ,19.1296868,72.9283701,ONLY,19.12510246809239,72.92816315928073,Clothing Store
627,Kanjurmarg ,19.1296868,72.9283701,Kanjur Adda,19.125455393920536,72.9253081564747,Smoke Shop
628,Kanjurmarg ,19.1296868,72.9283701,Huma Mall,19.13493529085725,72.92797859447543,Shopping Mall
629,Kanjurmarg ,19.1296868,72.9283701,Ramanjaney Restro Bar,19.123899250802527,72.92510051857494,Indian Restaurant
630,Kanjurmarg ,19.1296868,72.9283701,Bond,19.125652671747716,72.92235506714663,Beer Garden
631,Kanjurmarg ,19.1296868,72.9283701,Mulund station,19.12238739703203,72.9280651092457,Platform
632,Kanjurmarg ,19.1296868,72.9283701,247 Park Cafeteria,19.121436111186245,72.92654821239395,Food Court
633,Kanjurmarg ,19.1296868,72.9283701,Powai Fish Market,19.12810470328595,72.91942385916454,Fish Market
634,Kurla  ,19.0652797,72.8793805,The Bar Stock Exchange,19.071165828845604,72.87635864580997,Bar
635,Kurla  ,19.0652797,72.8793805,Guru Nanak,19.065634,72.878649,Food Truck
636,Kurla  ,19.0652797,72.8793805,Yokos,19.064001375388397,72.87662944922297,Restaurant
637,Kurla  ,19.0652797,72.8793805,Lokmanya Tilak Terminus - Kurla,19.065742146282762,72.88297514100087,Train Station
638,Kurla  ,19.0652797,72.8793805,Timberland,19.06436906386925,72.8748893737793,Shoe Store
639,Kurla  ,19.0652797,72.8793805,Sion Railway station,19.06475536277248,72.8734565407671,Train Station
640,Kurla  ,19.0652797,72.8793805,Gym,19.060713303260663,72.872573887914,Yoga Studio
